t8_aux001_sup002_cs000/final

Soft/default routing

====================================================================================================
Smoke Test Case: French
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Tu es un assistant virtuel. Raconte-moi ta routine matinale avant d'aller au travail. Utilise des verbes pronominaux.

### Response:


Generating...
Je me lève à 6 heures du matin, prends une douche, prépare un petit déjeuner sain et me prépare pour aller au travail.


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
,                         |     0.5312 |     0.3027 |     0.1670
 et                       |     0.5469 |     0.2109 |     0.2422
 je                       |     0.7148 |     0.1533 |     0.1328
 pars                     |     0.6250 |     0.0947 |     0.2812
 pour                     |     0.6758 |     0.1582 |     0.1650
 le                       |     0.6680 |     0.1621 |     0.1689
 travail                  |     0.6992 |     0.1699 |     0.1318
.                         |     0.6406 |     0.2197 |     0.1416
<|end_of_text|>           |     0.4199 |     0.1650 |     0.4141

Showing Probabilities for Layer: base_model.model.model.layers.8.self_attn.q_proj (Sequence-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.7188 |     0.0894 |     0.1895
###                       |     0.7188 |     0.0894 |     0.1895
 Instruction              |     0.7188 |     0.0894 |     0.1895
:\n                       |     0.7188 |     0.0894 |     0.1895
S                         |     0.7188 |     0.0894 |     0.1895
ès                        |     0.7188 |     0.0894 |     0.1895
 un                       |     0.7188 |     0.0894 |     0.1895
 assist                   |     0.7188 |     0.0894 |     0.1895
ent                       |     0.7188 |     0.0894 |     0.1895
 virtual                  |     0.7188 |     0.0894 |     0.1895
.                         |     0.7188 |     0.0894 |     0.1895
 Cont                     |     0.7188 |     0.0894 |     0.1895
a                         |     0.7188 |     0.0894 |     0.1895
-me                       |     0.7188 |     0.0894 |     0.1895
 ta                       |     0.7188 |     0.0894 |     0.1895
 rut                      |     0.7188 |     0.0894 |     0.1895
ina                       |     0.7188 |     0.0894 |     0.1895
 del                      |     0.7188 |     0.0894 |     0.1895
 mat                      |     0.7188 |     0.0894 |     0.1895
in                        |     0.7188 |     0.0894 |     0.1895
                          |     0.7188 |     0.0894 |     0.1895
abans                     |     0.7188 |     0.0894 |     0.1895
                          |     0.7188 |     0.0894 |     0.1895
d                         |     0.7188 |     0.0894 |     0.1895
anar                      |     0.7188 |     0.0894 |     0.1895
 al                       |     0.7188 |     0.0894 |     0.1895
                          |     0.7188 |     0.0894 |     0.1895
trabalh                   |     0.7188 |     0.0894 |     0.1895
.                         |     0.7188 |     0.0894 |     0.1895
 Util                     |     0.7188 |     0.0894 |     0.1895
iza                       |     0.7188 |     0.0894 |     0.1895
 de                       |     0.7188 |     0.0894 |     0.1895
 v                        |     0.7188 |     0.0894 |     0.1895
è                         |     0.7188 |     0.0894 |     0.1895
r                         |     0.7188 |     0.0894 |     0.1895
bs                        |     0.7188 |     0.0894 |     0.1895
 pr                       |     0.7188 |     0.0894 |     0.1895
onom                      |     0.7188 |     0.0894 |     0.1895
inals                     |     0.7188 |     0.0894 |     0.1895
.\n\n                     |     0.7188 |     0.0894 |     0.1895
###                       |     0.7188 |     0.0894 |     0.1895
 Response                 |     0.7188 |     0.0894 |     0.1895
:\n                       |     0.7188 |     0.0894 |     0.1895
Je                        |     0.7188 |     0.0894 |     0.1895
 me                       |     0.7188 |     0.0894 |     0.1895
 ré                       |     0.7188 |     0.0894 |     0.1895
ve                        |     0.7188 |     0.0894 |     0.1895
ille                      |     0.7188 |     0.0894 |     0.1895
 à                        |     0.7188 |     0.0894 |     0.1895
                          |     0.7188 |     0.0894 |     0.1895
6                         |     0.7188 |     0.0894 |     0.1895
 heures                   |     0.7188 |     0.0894 |     0.1895
 du                       |     0.7188 |     0.0894 |     0.1895
 mat                      |     0.7188 |     0.0894 |     0.1895
in                        |     0.7188 |     0.0894 |     0.1895
,                         |     0.7188 |     0.0894 |     0.1895
 puis                     |     0.7188 |     0.0894 |     0.1895
 je                       |     0.7188 |     0.0894 |     0.1895
 me                       |     0.7188 |     0.0894 |     0.1895
 l                        |     0.7188 |     0.0894 |     0.1895
ave                       |     0.7188 |     0.0894 |     0.1895
 le                       |     0.7188 |     0.0894 |     0.1895
 vis                      |     0.7188 |     0.0894 |     0.1895
age                       |     0.7188 |     0.0894 |     0.1895
 et                       |     0.7188 |     0.0894 |     0.1895
 les                      |     0.7188 |     0.0894 |     0.1895
 mains                    |     0.7188 |     0.0894 |     0.1895
.                         |     0.7188 |     0.0894 |     0.1895
 Je                       |     0.7188 |     0.0894 |     0.1895
 prend                    |     0.7188 |     0.0894 |     0.1895
s                         |     0.7188 |     0.0894 |     0.1895
 mon                      |     0.7188 |     0.0894 |     0.1895
 petit                    |     0.7188 |     0.0894 |     0.1895
 dé                       |     0.7188 |     0.0894 |     0.1895
je                        |     0.7188 |     0.0894 |     0.1895
uner                      |     0.7188 |     0.0894 |     0.1895
,                         |     0.7188 |     0.0894 |     0.1895
 puis                     |     0.7188 |     0.0894 |     0.1895
 je                       |     0.7188 |     0.0894 |     0.1895
 me                       |     0.7188 |     0.0894 |     0.1895
 pré                      |     0.7188 |     0.0894 |     0.1895
pare                      |     0.7188 |     0.0894 |     0.1895
 pour                     |     0.7188 |     0.0894 |     0.1895
 aller                    |     0.7188 |     0.0894 |     0.1895
 au                       |     0.7188 |     0.0894 |     0.1895
 travail                  |     0.7188 |     0.0894 |     0.1895
.                         |     0.7188 |     0.0894 |     0.1895
 Je                       |     0.7188 |     0.0894 |     0.1895
 prend                    |     0.7188 |     0.0894 |     0.1895
s                         |     0.7188 |     0.0894 |     0.1895
 mon                      |     0.7188 |     0.0894 |     0.1895
 par                      |     0.7188 |     0.0894 |     0.1895
ap                        |     0.7188 |     0.0894 |     0.1895
lu                        |     0.7188 |     0.0894 |     0.1895
ie                        |     0.7188 |     0.0894 |     0.1895
 et                       |     0.7188 |     0.0894 |     0.1895
 mon                      |     0.7188 |     0.0894 |     0.1895
 sac                      |     0.7188 |     0.0894 |     0.1895
 à                        |     0.7188 |     0.0894 |     0.1895
 dos                      |     0.7188 |     0.0894 |     0.1895
,                         |     0.7188 |     0.0894 |     0.1895
 et                       |     0.7188 |     0.0894 |     0.1895
 je                       |     0.7188 |     0.0894 |     0.1895
 pars                     |     0.7188 |     0.0894 |     0.1895
 pour                     |     0.7188 |     0.0894 |     0.1895
 le                       |     0.7188 |     0.0894 |     0.1895
 travail                  |     0.7188 |     0.0894 |     0.1895
.                         |     0.7188 |     0.0894 |     0.1895
<|end_of_text|>           |     0.7188 |     0.0894 |     0.1895

====================================================================================================
Smoke Test Case: Code-Switch
====================================================================================================

[Prompt (Alpaca)]: ### Instruction:
Escriu un pichon paragraf majoritàriament en francés, mas inserís naturalament una corta expression occitana e una autra catalana.

### Response:


Generating...
La ville de Sant Joan de Lutz, situada dins la vila de l'Ostal de Sant Joan, es una vila d'Occitània. Es la vila la mai paubres de l'Ostal de Sant jean. L'economia de la vila es basada sul turisme, l'ag


--------------------------------------------------------------------------------
Token-by-Token Routing Probabilities
--------------------------------------------------------------------------------

Running full forward pass on generated sequence to extract all gates...

Showing Probabilities for Layer: base_model.model.model.layers.7.mlp.down_proj (Token-level)
Token                     |         fr |         ca |         oc
----------------------------------------------------------------
<|begin_of_text|>         |     0.2520 |     0.3574 |     0.3906
###                       |     0.5703 |     0.2002 |     0.2305
